Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
10235,PRZEDSZKOLE GMINNE IM. ŚW. JANA PAWŁA II W OLEŚNICY,26,2612,2612034,257118,13905,ŚWIĘTOKRZYSKIE,staszowski,Oleśnica,ul. Nadstawie,29,,staszowski ul. Nadstawie 29 ,28-220,413774047,dyrektor@przedszkoleolesnica.pl,przedszkoleolesnica.pl,publiczna,Dzieci lub młodzież,RENATA KACZOCHA,124
54311,"PRZEDSZKOLE GMINNE IMIENIA ""PRZYJACIÓŁ MISIA"" W KMIECINIE",22,2210,2210025,153146,26567,POMORSKIE,nowodworski,Nowy Dwór Gdański,ul. Żuławska,6A,,nowodworski ul. Żuławska 6A ,82-100,552471070,zspkmiecin@miastonowydwor.pl,www.zspkmiecin.szkolnastrona.pl,publiczna,Dzieci lub młodzież,,66
74383,PRZEDSZKOLE GMINNE IMIENIA MISIA USZATKA W KRZESZYCACH,8,807,807012,182107,20189,LUBUSKIE,sulęciński,Krzeszyce,ul. Skwierzyńska,4,,sulęciński ul. Skwierzyńska 4 ,66-435,957573168,przedszkole@krzeszyce.pl,pgk-krzeszyce.edupage.org,publiczna,Dzieci lub młodzież,URSZULA LICZNER,143
74733,PRZEDSZKOLE GMINNE INTEGRACYJNE,18,1805,1805082,358687,,PODKARPACKIE,jasielski,Osiek Jasielski,,206,,jasielski  206 ,38-223,134420023,zsisamokleski@osiekjasielski.pl,,publiczna,Dzieci lub młodzież,,37
21090,PRZEDSZKOLE GMINNE KASZTANOWE LUDKI W KOWALACH PAŃSKICH,30,3027,3027042,285468,,WIELKOPOLSKIE,turecki,Kawęczyn,,58B,,turecki  58B ,62-704,632887278,przedszkole_kowalepanskie@op.pl,przedszkole.kowalepanskie.pl,publiczna,Dzieci lub młodzież,DOROTA MŁYNARSKA,53
483137,PRZEDSZKOLE GMINNE KREDKA,28,2803,2803022,113419,,WARMIŃSKO-MAZURSKIE,działdowski,Działdowo,,46A,,działdowski  46A ,13-200,236977809,,,publiczna,Dzieci lub młodzież,,62
75367,PRZEDSZKOLE GMINNE LEŚNE SKRZATY W KOŁCZYNIE,8,807,807012,182060,21550,LUBUSKIE,sulęciński,Krzeszyce,ul. Sulęcińska,27,,sulęciński ul. Sulęcińska 27 ,66-435,957574814,spkolczyn@wp.pl,,publiczna,Dzieci lub młodzież,,31
268129,PRZEDSZKOLE GMINNE MAGICZNE MIEJSCE W SIEMIATYCZACH,20,2010,2010011,923360,9582,PODLASKIE,siemiatycki,Siemiatycze,ul. Tadeusza Kościuszki,88,,siemiatycki ul. Tadeusza Kościuszki 88 ,17-300,856561552,przedszkole@gminasiemiatycze.pl,www.przedszkolegminasiemiatycze.pl,publiczna,Dzieci lub młodzież,,131
12802,PRZEDSZKOLE GMINNE MŁODOJEWO,30,3023,3023062,295047,,WIELKOPOLSKIE,słupecki,Słupca,,92,,słupecki  92 ,62-400,632757122,sekretariat@zspmlodojewo.pl,www.zspmlodojewo.pl,publiczna,Dzieci lub młodzież,,35
118766,PRZEDSZKOLE GMINNE NR 1 W BARTOSZYCACH,28,2801,2801011,964583,30474,WARMIŃSKO-MAZURSKIE,bartoszycki,Bartoszyce,ul. Generała Bema,20,,bartoszycki ul. Generała Bema 20 ,11-200,897212525,przedszkole@gmina-bartoszyce.pl,www.pgbartoszyce.szkolnastrona.pl,publiczna,Dzieci lub młodzież,IWONA KASJANIUK,22
24114,PRZEDSZKOLE GMINNE NR 1 W KŁOBUCKU,24,2406,2406014,931678,17683,ŚLĄSKIE,kłobucki,Kłobuck,ul. Przedszkolna,6,,kłobucki ul. Przedszkolna 6 ,42-100,343172271,,,publiczna,Dzieci lub młodzież,KAROLINA KURZACZ,120
24115,PRZEDSZKOLE GMINNE NR 2,24,2406,2406014,931678,25107,ŚLĄSKIE,kłobucki,Kłobuck,ul. kard. Stefana Wyszyńskiego,7,,kłobucki ul. kard. Stefana Wyszyńskiego 7 ,42-100,508166386,dyrektor@przedszkole2klobuck.pl,https://przedszkole2klobuck.edupage.org,publiczna,Dzieci lub młodzież,MONIKA MATYJA,75
24118,PRZEDSZKOLE GMINNE NR 5 W KŁOBUCKU,24,2406,2406014,931678,31012,ŚLĄSKIE,kłobucki,Kłobuck,ul. gen. Rómmla,9,,kłobucki ul. gen. Rómmla 9 ,42-100,504647088,,,publiczna,Dzieci lub młodzież,,79
479612,PRZEDSZKOLE GMINNE W BOBROWICACH,32,3213,3213062,750238,,ZACHODNIOPOMORSKIE,sławieński,Sławno,,42B,,sławieński  42B ,76-100,598666411,przedszkolebobrowice@gminaslawno.pl,przedszkolebobrowice.pl,publiczna,Dzieci lub młodzież,SYLWIA WRONKOWSKA,37
81237,PRZEDSZKOLE GMINNE W BOLESZKOWICACH,32,3210,3210022,178896,20254,ZACHODNIOPOMORSKIE,myśliborski,Boleszkowice,ul. Słoneczna,24a,,myśliborski ul. Słoneczna 24a ,74-407,957606044,gboleszkowice@wp.pl,,publiczna,Dzieci lub młodzież,,69
18214,PRZEDSZKOLE GMINNE W BONINIE,32,3209,3209042,308040,,ZACHODNIOPOMORSKIE,koszaliński,Manowo,,9,,koszaliński  9 ,76-009,943410100,przedszkole_bonin@vp.pl,pbonin.edupage.org/,publiczna,Dzieci lub młodzież,,96
52467,PRZEDSZKOLE GMINNE W CHARBROWIE,22,2208,2208052,752480,11600,POMORSKIE,lęborski,Wicko,ul. Łebska,9,,lęborski ul. Łebska 9 ,84-352,598611043,dyrektor@przedszkolecharbrowo.pl,www.przedszkolecharbrowo.pl,publiczna,Dzieci lub młodzież,Bernadeta Wiśniewska,63
91076,PRZEDSZKOLE GMINNE W CHOBIENI,2,211,211032,367166,13902,DOLNOŚLĄSKIE,lubiński,Rudna,ul. Nadrzeczna,11A,,lubiński ul. Nadrzeczna 11A ,59-305,768449836,sekretariat@przedszkole-chobienia.pl,przedszkole-chobienia.pl,publiczna,Dzieci lub młodzież,AGNIESZKA CIDYŁO,107
87126,PRZEDSZKOLE GMINNE W CHOTOMOWIE,14,1408,1408022,2973,26446,MAZOWIECKIE,legionowski,Jabłonna,ul. gen. Lucjana Żeligowskiego,27,,legionowski ul. gen. Lucjana Żeligowskiego 27 ,05-123,227722002,sekretariat@przedszkolechotomow.pl,www.przedszkolechotomow.pl,publiczna,Dzieci lub młodzież,MONIKA BAGIŃSKA,200
12803,PRZEDSZKOLE GMINNE W CIENINIE KOŚCIELNYM,30,3023,3023062,294668,,WIELKOPOLSKIE,słupecki,Słupca,,82,,słupecki  82 ,62-400,504709688,sekretariat@zspcieninkoscielny.pl,spcienink.edupage.org,publiczna,Dzieci lub młodzież,,51
12804,PRZEDSZKOLE GMINNE W CIENINIE ZABORNYM,30,3023,3023062,294697,,WIELKOPOLSKIE,słupecki,Słupca,,51A,,słupecki  51A ,62-400,632772241,sekretariat@zspcienzab.pl,http://pgcieninzaborny.szkolnastrona.pl/,publiczna,Dzieci lub młodzież,,39
5131,PRZEDSZKOLE GMINNE W CZARNEM,22,2203,2203024,977309,15710,POMORSKIE,człuchowski,Czarne,ul. Parkowa,7,,człuchowski ul. Parkowa 7 ,77-330,530434032,naszeprzedszkole7@wp.pl,www.czarne.przedszkolna.net.pl,publiczna,Dzieci lub młodzież,ANETA ANTOSZKO,197
478378,PRZEDSZKOLE GMINNE W DŁUGIEM,4,412,412062,850307,,KUJAWSKO-POMORSKIE,rypiński,Wąpielsk,,70,,rypiński  70 ,87-337,564938321,spdlugie@wapielsk.pl,,publiczna,Dzieci lub młodzież,,29
81767,PRZEDSZKOLE GMINNE W DOLANACH,30,3023,3023022,289549,,WIELKOPOLSKIE,słupecki,Lądek,,84A,,słupecki  84A ,62-406,632763367,przedszkole.dolany@poczta.onet.pl,,publiczna,Dzieci lub młodzież,,40
24270,PRZEDSZKOLE GMINNE W DUKLI,18,1807,1807024,952924,22934,PODKARPACKIE,krośnieński,Dukla,ul. Trakt Węgierski,38A,,krośnieński ul. Trakt Węgierski 38A ,38-450,577700502,przedszkole@dukla.pl,przedszkole.dukla.eu,publiczna,Dzieci lub młodzież,LUCYNA GUMIENNY,259
8412,PRZEDSZKOLE GMINNE W GRZEGORZEWIE,30,3009,3009052,285178,8982,WIELKOPOLSKIE,kolski,Grzegorzew,ul. Kolska,5,,kolski ul. Kolska 5 ,62-640,632718245,grzegorzew@o2.pl,,publiczna,Dzieci lub młodzież,,39
118427,PRZEDSZKOLE GMINNE W GWIAZDOWIE,32,3213,3213062,750273,,ZACHODNIOPOMORSKIE,sławieński,Sławno,,43,,sławieński  43 ,76-124,598582220,przedszkolegwiazdowo@gminaslawno.pl,,publiczna,Dzieci lub młodzież,AGNIESZKA MIELCZAREK,90
58778,PRZEDSZKOLE GMINNE W IWONICZU,18,1807,1807035,351580,3839,PODKARPACKIE,krośnieński,Iwonicz-Zdrój,ul. Długa,52,,krośnieński ul. Długa 52 ,38-440,134350626,przedszkole.iwonicz@iwonicz-zdroj.pl,,publiczna,Dzieci lub młodzież,LIDIA KULIGA,52
123644,PRZEDSZKOLE GMINNE W JABŁONNIE,14,1408,1408022,3004,13171,MAZOWIECKIE,legionowski,Jabłonna,ul. Modlińska,103B,,legionowski ul. Modlińska 103B ,05-110,227320209,sekretariat@przedszkolejablonna.edu.pl,www.przedszkolejablonna.pl,publiczna,Dzieci lub młodzież,ELŻBIETA DĄBROWSKA,198
49789,PRZEDSZKOLE GMINNE W JASZKOWEJ DOLNEJ,2,208,208072,852803,,DOLNOŚLĄSKIE,kłodzki,Kłodzko,,37,,kłodzki  37 ,57-312,748687615,dyrektor@pgjaszkowa.pl,pgjaszkowadolna.superszkolna.pl,publiczna,Dzieci lub młodzież,JOANNA NOWAK,67
43639,PRZEDSZKOLE GMINNE W KAMIEŃCU,30,3005,3005032,584248,14834,WIELKOPOLSKIE,grodziski,Kamieniec,ul. Ogrodowa,7,,grodziski ul. Ogrodowa 7 ,64-061,614430064,przedszkole@sp-kamieniec.edu.pl,pgkamieniec.szkolnastrona.pl,publiczna,Dzieci lub młodzież,,70
484204,PRZEDSZKOLE GMINNE W KOŚCIERNICY,32,3201,3201022,302882,,ZACHODNIOPOMORSKIE,białogardzki,Białogard,,28,,białogardzki  28 ,78-200,727141516,dyrektor@przedszkole.gmina-bialogard.pl,,publiczna,Dzieci lub młodzież,,23
79210,PRZEDSZKOLE GMINNE W KRAMSKU,30,3010,3010052,288544,9163,WIELKOPOLSKIE,koniński,Kramsk,ul. Konińska,18,,koniński ul. Konińska 18 ,62-511,632470012,pgkramsk@kramsk.pl,http://przedszkolekramsk.pl/,publiczna,Dzieci lub młodzież,BARBARA DUTKOWIAK,152
46537,PRZEDSZKOLE GMINNE W KROSNOWICACH,2,208,208072,852861,20683,DOLNOŚLĄSKIE,kłodzki,Kłodzko,ul. Sportowa,12,,kłodzki ul. Sportowa 12 ,57-362,748685313,przedszkole@pgkrosnowice.pl,www.przedszkole.krosnowicen.blizej.info,publiczna,Dzieci lub młodzież,JOANNA NOWACZYK,41
47239,PRZEDSZKOLE GMINNE W KRZESZOWIE,18,1812,1812042,796973,19253,PODKARPACKIE,niżański,Krzeszów,ul. Rynek,7,,niżański ul. Rynek 7 ,37-418,158798325,pg.krzeszow@gmail.com,przedszkolaki-krzeszow.edupage.org,publiczna,Dzieci lub młodzież,MARTA WĘGLARZ,67
272153,PRZEDSZKOLE GMINNE W LĄDKU,30,3023,3023022,289615,18237,WIELKOPOLSKIE,słupecki,Lądek,ul. Pyzderska,31,,słupecki ul. Pyzderska 31 ,62-406,632763013,sekretariat@szkolaladek.pl,spladek.pl,publiczna,Dzieci lub młodzież,,58
30194,PRZEDSZKOLE GMINNE W LIPCE,30,3031,3031042,527049,5265,WIELKOPOLSKIE,złotowski,Lipka,ul. Gajowa,1,,złotowski ul. Gajowa 1 ,77-420,672665005,pglipka@o2.pl,www.przedszkolegminnelipka.edupage.org,publiczna,Dzieci lub młodzież,ALEKSANDRA JÓZEFKO,145
89763,PRZEDSZKOLE GMINNE W ŁOBODNIE,24,2406,2406015,133965,19834,ŚLĄSKIE,kłobucki,Kłobuck,ul. Henryka Sienkiewicza,69,,kłobucki ul. Henryka Sienkiewicza 69 ,42-125,343195056,zpsz_lobodno@op.pl,,publiczna,Dzieci lub młodzież,,50
9895,PRZEDSZKOLE GMINNE W LUBSTOWIE,30,3010,3010105,295490,9546,WIELKOPOLSKIE,koniński,Sompolno,ul. Kościelna,1a,,koniński ul. Kościelna 1a ,62-610,632619242,zespolnr2@poczta.onet.pl,,publiczna,Dzieci lub młodzież,,90
40045,PRZEDSZKOLE GMINNE W MARZĘCINIE,22,2210,2210025,153235,17011,POMORSKIE,nowodworski,Nowy Dwór Gdański,ul. Polna,5A,,nowodworski ul. Polna 5A ,82-100,552471281,zspmarzecino@miastonowydwor.pl,www.zspmarzecino.miastonowydwor.pl,publiczna,Dzieci lub młodzież,,29
120480,PRZEDSZKOLE GMINNE W MIŁORADZU,22,2209,2209062,152744,21970,POMORSKIE,malborski,Miłoradz,ul. Szkolna,1,,malborski ul. Szkolna 1 ,82-213,552711426,zsip.miloradz@wp.pl,,publiczna,Dzieci lub młodzież,,78
81788,PRZEDSZKOLE GMINNE W NIEBOCKU,18,1802,1802032,350898,,PODKARPACKIE,brzozowski,Dydnia,,1,,brzozowski  1 ,36-207,134395830,spniebo@zsniebocko.pl,zsniebocko.pl,publiczna,Dzieci lub młodzież,,75
82932,PRZEDSZKOLE GMINNE W NOWEJ WSI,8,803,803012,178548,,LUBUSKIE,międzyrzecki,Bledzew,,93,,międzyrzecki  93 ,66-350,957436621,przedszkole@bledzew.pl,www.przedszkolenowawies.edupage.org,publiczna,Dzieci lub młodzież,ANNA KARBOWNIK,55
106378,PRZEDSZKOLE GMINNE W NOWYM ŻMIGRODZIE,18,1805,1805072,357268,12734,PODKARPACKIE,jasielski,Nowy Żmigród,ul. Mickiewicza,6,,jasielski ul. Mickiewicza 6 ,38-230,134415616,przedszkolenz@interia.pl,https://przedszkolenowyzmigrod.pl/,publiczna,Dzieci lub młodzież,DOROTA MARCHEWKA,139
47472,PRZEDSZKOLE GMINNE W NURCU-STACJI,20,2010,2010072,37894,20254,PODLASKIE,siemiatycki,Nurzec-Stacja,ul. Słoneczna,1,,siemiatycki ul. Słoneczna 1 ,17-330,856575014,gpnurzec@wp.pl,zspnurzecstacja.pl,publiczna,Dzieci lub młodzież,,58
49793,PRZEDSZKOLE GMINNE W OŁDRZYCHOWICACH KŁODZKICH,2,208,208072,852938,15300,DOLNOŚLĄSKIE,kłodzki,Kłodzko,ul. Osiedlowa,7,,kłodzki ul. Osiedlowa 7 ,57-360,748689318,dyrektor@pgoldrzychowice.pl,,publiczna,Dzieci lub młodzież,ANNA GOŁOŚ,69
53892,PRZEDSZKOLE GMINNE W ORCHOWIE,30,3023,3023032,290660,17377,WIELKOPOLSKIE,słupecki,Orchowo,ul. Powstańców Wielkopolskich,4,,słupecki ul. Powstańców Wielkopolskich 4 ,62-436,632684031,sekretariat@zsp-orchowo.pl,http://zsp-orchowo.pl,publiczna,Dzieci lub młodzież,,66
68651,PRZEDSZKOLE GMINNE W PARNOWIE,32,3209,3209022,303775,,ZACHODNIOPOMORSKIE,koszaliński,Biesiekierz,,26,,koszaliński  26 ,76-039,943180251,sekretariat@przedszkole.biesiekierz.pl,www.przedszkole-biesiekierz.pl,publiczna,Dzieci lub młodzież,Agnieszka Kolanowska,72
12805,PRZEDSZKOLE GMINNE W PIOTROWICACH,30,3023,3023062,295165,20312,WIELKOPOLSKIE,słupecki,Słupca,ul. Słupecka,10,,słupecki ul. Słupecka 10 ,62-400,632754388,sekretariat@zspmlodojewo.pl,www.pgpiotrowice.superszkolna.pl,publiczna,Dzieci lub młodzież,,10
263101,PRZEDSZKOLE GMINNE W PŁUŻNICY,4,417,417042,848374,,KUJAWSKO-POMORSKIE,wąbrzeski,Płużnica,,55B,,wąbrzeski  55B ,87-214,566887131,zespolszkol@pluznica.pl,szkola.pluznica.info,publiczna,Dzieci lub młodzież,,115
58239,PRZEDSZKOLE GMINNE W POBIEDNEJ,2,210,210035,190160,4434,DOLNOŚLĄSKIE,lubański,Leśna,ul. Dworcowa,2,,lubański ul. Dworcowa 2 ,59-814,757816239,zsppobiedna@lesna.pl,,publiczna,Dzieci lub młodzież,,45
483536,PRZEDSZKOLE GMINNE W PODSARNIU,12,1211,1211112,461511,,MAŁOPOLSKIE,nowotarski,Raba Wyżna,,61,,nowotarski  61 ,34-721,182671918,,,publiczna,Dzieci lub młodzież,,43
40747,PRZEDSZKOLE GMINNE W POLANOWIE,32,3209,3209064,950115,4434,ZACHODNIOPOMORSKIE,koszaliński,Polanów,ul. Dworcowa,12,,koszaliński ul. Dworcowa 12 ,76-010,943188361,sekretariat3@zsp.polanow.pl,www.przedszkole-polanow.home.pl,publiczna,Dzieci lub młodzież,,145
89346,PRZEDSZKOLE GMINNE W POWIDZU,30,3023,3023052,300742,15704,WIELKOPOLSKIE,słupecki,Powidz,ul. Park Powstańców Wielkopolskich,1,,słupecki ul. Park Powstańców Wielkopolskich 1 ,62-430,632776123,szkola@zsppowidz.pl,www.zsppowidz.pl,publiczna,Dzieci lub młodzież,,86
83603,PRZEDSZKOLE GMINNE W PRZEDCZU,30,3009,3009114,949129,23767,WIELKOPOLSKIE,kolski,Przedecz,pl. św. Wawrzyńca,16,,kolski pl. św. Wawrzyńca 16 ,62-635,+48632738542,przedszkoleprzed@wp.pl,pgprzedecz.pl,publiczna,Dzieci lub młodzież,WIOLETTA JANICKA,74
72572,PRZEDSZKOLE GMINNE W RABIE WYŻNEJ,12,1211,1211112,461646,,MAŁOPOLSKIE,nowotarski,Raba Wyżna,,29,,nowotarski  29 ,34-721,182671073,pgraba@rabawyzna.edu.pl,http://przedszkoleraba.dlaprzedszkoli.eu,publiczna,Dzieci lub młodzież,GRAŻYNA ŚWIERK,71
27756,PRZEDSZKOLE GMINNE W RAKOWIE,26,2604,2604162,265879,11503,ŚWIĘTOKRZYSKIE,kielecki,Raków,ul. Łagowska,25,,kielecki ul. Łagowska 25 ,26-035,413535015,szkorak@poczta.onet.pl,,publiczna,Dzieci lub młodzież,,72
269914,PRZEDSZKOLE GMINNE W ROGOWIE,4,412,412032,868626,,KUJAWSKO-POMORSKIE,rypiński,Rogowo,,38,,rypiński  38 ,87-515,730214738,,,publiczna,Dzieci lub młodzież,,33
86591,PRZEDSZKOLE GMINNE W RUDNEJ,2,211,211032,367373,17011,DOLNOŚLĄSKIE,lubiński,Rudna,ul. Polna,3d,,lubiński ul. Polna 3d ,59-305,768464052,sekretariat@przedszkolerudna.pl,www.przedszkolerudna.pl,publiczna,Dzieci lub młodzież,ELŻBIETA BANACH,169
72573,PRZEDSZKOLE GMINNE W SIENIAWIE WCHODZĄCE W SKŁAD ZESPOŁU SZKOLNO-PRZEDSZKOLNEGO W SIENIAWIE,12,1211,1211112,462249,,MAŁOPOLSKIE,nowotarski,Raba Wyżna,,8B,,nowotarski  8B ,34-723,182675833,zspsieniawa@rabawyzna.edu.pl,https://zspsieniawa.edupage.org,publiczna,Dzieci lub młodzież,,52
482241,PRZEDSZKOLE GMINNE W SIENNICY RÓŻANEJ,6,606,606102,108157,,LUBELSKIE,krasnostawski,Siennica Różana,,257 A,,krasnostawski  257 A ,22-304,825406180,sekretariat@przedszkolesiennica.pl,https://przedszkolesiennica.pl/,publiczna,Dzieci lub młodzież,MAŁGORZATA PADZIŃSKA,92
68575,PRZEDSZKOLE GMINNE W SKAWIE,12,1211,1211112,462611,,MAŁOPOLSKIE,nowotarski,Raba Wyżna,,584a,,nowotarski  584a ,34-713,182686025,pgskawa@rabawyzna.edu.pl,https://przedszkole-skawa.edupage.org,publiczna,Dzieci lub młodzież,,125
59839,PRZEDSZKOLE GMINNE W SKULSKU,30,3010,3010092,294585,19907,WIELKOPOLSKIE,koniński,Skulsk,ul. gen. Władysława Sikorskiego,5A,,koniński ul. gen. Władysława Sikorskiego 5A ,62-560,632682075,zspszkola@op.pl,www.zspskulsk.pl,publiczna,Dzieci lub młodzież,,147
43515,PRZEDSZKOLE GMINNE W ŚWIESZYNIE,32,3209,3209082,313331,,ZACHODNIOPOMORSKIE,koszaliński,Świeszyno,,45A,,koszaliński  45A ,76-024,943161221,przedszkole.swieszyno@gmail.com,www.przedszkole-swieszyno.edu.pl,publiczna,Dzieci lub młodzież,SYLWIA PAZERA,38
49689,PRZEDSZKOLE GMINNE W SZALEJOWIE DOLNYM,2,208,208072,853033,,DOLNOŚLĄSKIE,kłodzki,Kłodzko,,100,,kłodzki  100 ,57-314,748687211,dyrektor@przedszkoleszalejow.pl,,publiczna,Dzieci lub młodzież,IWONA HES,64
119077,PRZEDSZKOLE GMINNE W TCZOWIE,14,1436,1436042,639943,,MAZOWIECKIE,zwoleński,Tczów,,117B,,zwoleński  117B ,26-706,483703834,przedszkole@tczow.pl,http://www.przedszkole-tczow.samorzad.pl/,publiczna,Dzieci lub młodzież,ANNA MADEJ-SKRZEK,34
484047,PRZEDSZKOLE GMINNE W WARSZKOWIE,32,3213,3213062,750505,7123,ZACHODNIOPOMORSKIE,sławieński,Sławno,ul. Jana Pawła II,1,,sławieński ul. Jana Pawła II 1 ,76-100,598105413,sekretariat@zsp-warszkowo.pl,,publiczna,Dzieci lub młodzież,,30
103384,PRZEDSZKOLE GMINNE W WAWROWIE,8,801,801062,186720,,LUBUSKIE,gorzowski,Santok,,46,,gorzowski  46 ,66-400,957287532,przedszkolewawrow@santok.pl,www.przedszkolewawrow.pl,publiczna,Dzieci lub młodzież,ANETA ROGACZEWSKA,110
52466,PRZEDSZKOLE GMINNE W WICKU,22,2208,2208052,752734,20316,POMORSKIE,lęborski,Wicko,ul. Słupska,11,,lęborski ul. Słupska 11 ,84-352,598611176,przedszkolewicko@onet.pl,www.wicko.przyjdz.com,publiczna,Dzieci lub młodzież,ANETTA KAMIŃSKA,42
92205,PRZEDSZKOLE GMINNE W WILKOŁAZIE,6,607,607092,393264,,LUBELSKIE,kraśnicki,Wilkołaz,,6,,kraśnicki  6 ,23-212,818212011,przedszkolewilkolaz@gmail.com,https://przedszkolewilkolaz.dlaprzedszkoli.eu/,publiczna,Dzieci lub młodzież,EWELINA MARZEC,98
272934,PRZEDSZKOLE GMINNE W WOJSŁAWICACH,6,603,603132,110361,,LUBELSKIE,chełmski,Wojsławice,,1,,chełmski  1 ,22-120,825669215,sekretariat@szkolawojslawice.pl,,publiczna,Dzieci lub młodzież,,93
133957,PRZEDSZKOLE GMINNE W WÓLCE,30,3023,3023072,296680,,WIELKOPOLSKIE,słupecki,Strzałkowo,,1,,słupecki  1 ,62-420,699671774,szkola@pspwolka.pl,,publiczna,Dzieci lub młodzież,,36
32041,PRZEDSZKOLE GMINNE WE WŁADYSŁAWOWIE,30,3027,3027092,301210,7823,WIELKOPOLSKIE,turecki,Władysławów,ul. Kaliska,17A,,turecki ul. Kaliska 17A ,62-710,632788042,przeds@wp.pl,www.przedszkole.wladyslawow.pl,publiczna,Dzieci lub młodzież,WIOLETTA SZCZECIŃSKA,162
277696,PRZEDSZKOLE GMINNE WIELKA PRZYGODA W DZIERŻONIOWIE,2,202,202021,983988,25881,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,ul. Ząbkowicka,70,,dzierżoniowski ul. Ząbkowicka 70 ,58-200,690215061,wielka-przygoda@ug.dzierzoniow.pl,https://przedszkole-wielkaprzygoda.pl/,publiczna,Dzieci lub młodzież,,72
49653,PRZEDSZKOLE GMINNE Z ODDZIAŁAMI INTEGRACYJNYMI W BIERKOWICACH,2,208,208072,852750,,DOLNOŚLĄSKIE,kłodzki,Kłodzko,,3,,kłodzki  3 ,57-300,748673122,dyrektor@pgbierkowice.pl,,publiczna,Dzieci lub młodzież,DANUTA KÜHNEL,62
478027,PRZEDSZKOLE GMINNE Z ODDZIAŁEM ŻŁOBKOWYM W TOLKO,28,2801,2801032,471159,,WARMIŃSKO-MAZURSKIE,bartoszycki,Bartoszyce,,1,,bartoszycki  1 ,11-200,530141976,przedszkole-tolko@gmina-bartoszyce.pl,przedszkoletolko.edupage.org,publiczna,Dzieci lub młodzież,MILENA BOIWKA,47
12800,PRZEDSZKOLE GMINNE ZIELONY ZAKĄTEK W KOTUNI,30,3023,3023062,294935,,WIELKOPOLSKIE,słupecki,Słupca,,47,,słupecki  47 ,62-400,632757582,sekretariat@zspkotunia.pl,www.przedszkolekotunia.pl,publiczna,Dzieci lub młodzież,,43
24116,PRZEDSZKOLE GMINNENR 4 W KŁOBUCKU,24,2406,2406014,931678,15211,ŚLĄSKIE,kłobucki,Kłobuck,ul. Elizy Orzeszkowej,44,,kłobucki ul. Elizy Orzeszkowej 44 ,42-100,688858311,,,publiczna,Dzieci lub młodzież,ANETA DZIKOWICZ,92
19018,PRZEDSZKOLE GMINY GNIEZNO W ZDZIECHOWIE,30,3003,3003032,583728,,WIELKOPOLSKIE,gnieźnieński,Gniezno,,136,,gnieźnieński  136 ,62-200,511979077,sekretariat@przedszkolezdziechowa.pl,,publiczna,Dzieci lub młodzież,,115
104746,PRZEDSZKOLE GMINY SADKI - DOBRE LUDKI -,4,410,410042,94870,9546,KUJAWSKO-POMORSKIE,nakielski,Sadki,ul. Kościelna,7,,nakielski ul. Kościelna 7 ,89-110,523850788,dobreludki@sadki.pl,www.dobreludki.pl,publiczna,Dzieci lub młodzież,DOROTA WIŚNIEWSKA,129
7548,PRZEDSZKOLE GMINY SIEPRAW W SIEPRAWIU,12,1209,1209062,333842,7123,MAŁOPOLSKIE,myślenicki,Siepraw,ul. Jana Pawła II,40,,myślenicki ul. Jana Pawła II 40 ,32-447,122746060,przedszkolesiepraw@siepraw.pl,przedszkole.siepraw.edu.pl,publiczna,Dzieci lub młodzież,AGNIESZKA BUJAS,129
11744,PRZEDSZKOLE GMINY SIEPRAW W ZAKLICZYNIE,12,1209,1209062,333990,9546,MAŁOPOLSKIE,myślenicki,Siepraw,ul. Kościelna,16,,myślenicki ul. Kościelna 16 ,32-406,122746517,spzakliczyn@siepraw.pl,www.zpozakliczyn.pl,publiczna,Dzieci lub młodzież,,118
480653,PRZEDSZKOLE GO MONTESSORI,14,1432,1432072,8929,14825,MAZOWIECKIE,warszawski zachodni,Stare Babice,ul. Ogrodnicza,13,,warszawski zachodni ul. Ogrodnicza 13 ,05-082,730000390,babice@go-montessori.pl,www.go-montessori.pl,niepubliczna,Dzieci lub młodzież,JOLANTA NOWICKA,66
480707,PRZEDSZKOLE HARMONIA W POBIEDZISKACH,30,3021,3021124,971287,8485,WIELKOPOLSKIE,poznański,Pobiedziska,ul. Klasztorna,12,,poznański ul. Klasztorna 12 ,62-010,784581689,przedszkole@eduharmonia.pl,eduharmonia.pl,niepubliczna,Dzieci lub młodzież,JAROSŁAW ŚWITOŃ,14
11749,PRZEDSZKOLE HARMONIJKA,30,3021,3021052,582775,6613,WIELKOPOLSKIE,poznański,Dopiewo,ul. Herbowa,3,,poznański ul. Herbowa 3 ,62-069,604251770,info@przedszkole-skorzewo.pl,,niepubliczna,Dzieci lub młodzież,KAROLINA WIĘCKOWSKA-RUDZIŃSKA,32
85349,PRZEDSZKOLE HELIANTUS,14,1465,1465138,988833,921,MAZOWIECKIE,Warszawa,Ursynów,ul. Bażancia,18,,Warszawa ul. Bażancia 18 ,02-892,728959122,przedszkole@heliantus.pl,www.heliantus.pl,niepubliczna,Dzieci lub młodzież,,24
